rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,text
rec-348-dup-0,ellen,buckell,69,litchfield place,killaralodge,mill park,4053,wa,19281110,9305219,ellen buckell litchfield place killaralodge mill park 4053 wa 19281110
rec-330-org,nathan,monaco,16,hollis place,villa 2,summer hill,4207,nsw,19251021,1784132,nathan monaco hollis place villa 2 summer hill 4207 nsw 19251021
rec-1429-org,kathleen,wasley,425,sturgeon street,langley flats,mount evelyn,6019,qld,19761013,6077676,kathleen wasley sturgeon street langley flats mount evelyn 6019 qld 19761013
rec-1250-org,alexandra,dolan,12,oxley street,cranky jack,,3165,qld,19540418,8776463,alexandra dolan oxley street cranky jack  3165 qld 19540418
rec-655-dup-3,rebecca,trene rry,37,ashburner street,little glencoe,roxburgh park,2000,wa,19050103,2980023,rebecca trene rry ashburner street little glencoe roxburgh park 2000 wa 19050103
rec-1756-dup-2,destynii,bowerman,12,halford crescent,sutton,nollaqmra,2413,,19880821,6089424,destynii bowerman halford crescent sutton nollaqmra 2413  19880821
rec-1499-dup-1,dibben,breeanne,6,collicott circuit,berkley lodge,loganohlme,2317,nsw,19830905,6261894,dibben breeanne collicott circuit berkley lodge loganohlme 2317 nsw 19830905
rec-1758-org,joshua,green,1,hawkesbury crescent,loughmore,penola,6020,qld,19010219,2855631,joshua green hawkesbury crescent loughmore penola 6020 qld 19010219
rec-830-dup-2,zachary,rees,4,hicks street,fernd yole,camira,3013,vic,19660116,8690795,zachary rees hicks street fernd yole camira 3013 vic 19660116
rec-296-dup-2,richmond,emiily,165,,peppertree,lilydale,3031,nsw,19590607,5444497,richmond emiily  peppertree lilydale 3031 nsw 19590607
rec-619-dup-1,harry,tippins,86,north arm,bussau close,klemsig,4050,nsw,19490706,7994028,harry tippins north arm bussau close klemsig 4050 nsw 19490706
rec-859-dup-1,alexandra,howie,18,clancy s treet,terranora,goodwood,3033,act,19551111,4104594,alexandra howie clancy s treet terranora goodwood 3033 act 19551111
rec-1530-org,joshua,gully,24,biggs place,professional centre,rochester,2750,vic,19170224,8613712,joshua gully biggs place professional centre rochester 2750 vic 19170224
rec-1418-dup-0,ewam,wittchen,8,,ronobri,bonnells bay,2259,vic,19920618,9662319,ewam wittchen  ronobri bonnells bay 2259 vic 19920618
rec-1942-dup-0,meg,velzbeoer,24,kosciusko avenue,homesite 3,labrador,3806,nsw,19690222,5490038,meg velzbeoer kosciusko avenue homesite 3 labrador 3806 nsw 19690222
rec-1462-org,ella,wiseman,1,shoalhaven avenue,garanga,bulimba,2485,vic,19031013,1872004,ella wiseman shoalhaven avenue garanga bulimba 2485 vic 19031013
rec-465-org,kynan,steinert,127,haystack crescent,,moss vale,2774,nsw,19371230,3332023,kynan steinert haystack crescent  moss vale 2774 nsw 19371230
rec-1775-org,harry,kremneff,138,dalziel street,eventide homes,parkdale,2747,vic,19410721,6547065,harry kremneff dalziel street eventide homes parkdale 2747 vic 19410721
rec-1330-org,,weidenhofer,25,grylls crescent,warrambucca garden,forbes,4066,wa,19171010,6035150, weidenhofer grylls crescent warrambucca garden forbes 4066 wa 19171010
rec-1832-dup-2,alexandra,noble,,tytherleigh street,,paddinpgton,2559,tas,19720105,3043242,alexandra noble tytherleigh street  paddinpgton 2559 tas 19720105
rec-1304-dup-2,lue,vincent,6,du faur steet,ehwk,rose bay,4121,vic,19731223,5930785,lue vincent du faur steet ehwk rose bay 4121 vic 19731223
rec-459-dup-1,georgia,pettigrove,5,sinclair street,pimda,prairie,2478,nsw,19231019,9695933,georgia pettigrove sinclair street pimda prairie 2478 nsw 19231019
rec-513-org,harrison,speight,21,wattle street,,elizabeth park,5032,qld,19740617,7490966,harrison speight wattle street  elizabeth park 5032 qld 19740617
rec-1781-dup-0,kierrn,slywak,33,gowrie court,boxwood vale,north ward,6014,tas,19590803,5011995,kierrn slywak gowrie court boxwood vale north ward 6014 tas 19590803
rec-625-org,katelin,o'shannessy,91,gallagher street,gimberts road,,2261,qld,19230503,8662085,katelin o'shannessy gallagher street gimberts road  2261 qld 19230503
rec-1311-org,,maynard,45,fitchett street,boxdale,winmalee,2195,sa,19181112,5043639, maynard fitchett street boxdale winmalee 2195 sa 19181112
rec-1243-dup-1,isabella,millar,34,sherwood circuit,jasmin elodge,east maitland,4055,vic,19401025,5762876,isabella millar sherwood circuit jasmin elodge east maitland 4055 vic 19401025
rec-161-dup-0,blakx,thiessen,16,wandarri,shackleton circuit,sandfly,2576,nsw,19210321,9632907,blakx thiessen wandarri shackleton circuit sandfly 2576 nsw 19210321
rec-834-org,braedon,schuetz,122,howarth place,villa 19,alice springs,2024,vic,19440909,5276446,braedon schuetz howarth place villa 19 alice springs 2024 vic 19440909
rec-1388-dup-1,nicola,collier,,schaffer llace,mt sturt,,2089,nsw,19420623,8536431,nicola collier schaffer llace mt sturt  2089 nsw 19420623
rec-1815-dup-1,tiarna,loveolck,7,calder crescent,,pitt town,3810,nsw,19470413,1321051,tiarna loveolck calder crescent  pitt town 3810 nsw 19470413
rec-1280-org,caitlin,mason,451,oakey creek road,moondah,parramatta,3036,nsw,19250317,2470308,caitlin mason oakey creek road moondah parramatta 3036 nsw 19250317
rec-785-dup-2,callum,jankus,132,mcgivern crescent,wynclgffe,sylva nia,3187,nsw,19930925,5172345,callum jankus mcgivern crescent wynclgffe sylva nia 3187 nsw 19930925
rec-800-dup-0,clement,hyland,18,throsby crescent,carrington retrmnt vlge,mount gravatt,2176,qld,19780204,3982916,clement hyland throsby crescent carrington retrmnt vlge mount gravatt 2176 qld 19780204
rec-1364-dup-1,demie,madigan,13,fawkner street,evergreen,bunyip,6096,sa,19940729,5071854,demie madigan fawkner street evergreen bunyip 6096 sa 19940729
rec-1103-org,indiana,goonan,4,sparkes close,corinella glen,carnegie,3135,nsw,19610313,9556041,indiana goonan sparkes close corinella glen carnegie 3135 nsw 19610313
rec-324-dup-0,caitlin,lwoe,6,hawkerplace,longr idge,balcatta,6026,sa,19551029,1321288,caitlin lwoe hawkerplace longr idge balcatta 6026 sa 19551029
rec-1494-org,emiily,ryan,9,barlow street,,condon,4030,nsw,19830414,7013840,emiily ryan barlow street  condon 4030 nsw 19830414
rec-670-dup-0,emam,louac,33,cherry place,,berwick,3377,vic,19590308,4142406,emam louac cherry place  berwick 3377 vic 19590308
rec-1575-org,marcus,dunstone,5,mcgowen close,paradise stud,toorak,4802,sa,19960531,8697439,marcus dunstone mcgowen close paradise stud toorak 4802 sa 19960531
rec-1796-org,ruby,clarke,91,lalor street,forestvale,newlyn,3922,qld,19641008,5280388,ruby clarke lalor street forestvale newlyn 3922 qld 19641008
rec-222-org,matilda,daven,18,tristania street,martins well station,tweed heads,3181,vic,19040105,1136666,matilda daven tristania street martins well station tweed heads 3181 vic 19040105
rec-409-org,luke,lowe,256,kneebone street,mt pleasant,wallaville,3185,wa,19520928,9454024,luke lowe kneebone street mt pleasant wallaville 3185 wa 19520928
rec-317-org,zali,clarke,80,darwinia terrace,,keilor east,2233,sa,19320926,2336128,zali clarke darwinia terrace  keilor east 2233 sa 19320926
rec-847-dup-0,abby,tosealnd,55,haines sdtreet,hillwdale,mosman,2877,sa,19100830,4439847,abby tosealnd haines sdtreet hillwdale mosman 2877 sa 19100830
rec-839-dup-1,charles,leane,18,mentha place,coloolik village,lethbridge,5211,vic,19870107,8426799,charles leane mentha place coloolik village lethbridge 5211 vic 19870107
rec-385-org,diamond,beiler,39,devonport street,craiglee station,maryborough,4221,vic,19050207,3554756,diamond beiler devonport street craiglee station maryborough 4221 vic 19050207
rec-489-dup-3,jasmine,aldreson,287,casuarina street,,wonthella,3610,nsq,19680723,7864178,jasmine aldreson casuarina street  wonthella 3610 nsq 19680723
rec-72-org,ella,cordina,603,barnett close,ardrossan,camperdown,6158,vic,19880914,4084063,ella cordina barnett close ardrossan camperdown 6158 vic 19880914
rec-981-dup-2,jordn yn,coleman,23,summerville crescent,huntawyle,avondale heights,4560,,19380327,1480351,jordn yn coleman summerville crescent huntawyle avondale heights 4560  19380327
rec-940-org,samuel,ryan,55,emerton street,grandview,rosebud,2040,wa,19600615,2877050,samuel ryan emerton street grandview rosebud 2040 wa 19600615
rec-1832-org,alexandra,noble,35,tytherleigh street,,paddington,7000,tas,19720105,3043242,alexandra noble tytherleigh street  paddington 7000 tas 19720105
rec-1421-dup-0,thom as,milburn,12,sheehy street,witsend,kilcoy,6153,as,19080629,6861021,thom as milburn sheehy street witsend kilcoy 6153 as 19080629
rec-722-org,jordan,white,52,casey crescent,villa 48 alloura waters village,burleigh heads,3458,nsw,19181120,1850609,jordan white casey crescent villa 48 alloura waters village burleigh heads 3458 nsw 19181120
rec-1108-dup-0,jaime,lontoc,127,macleant reet,loma,dalby,2146,vic,19840729,4141446,jaime lontoc macleant reet loma dalby 2146 vic 19840729
rec-932-org,ebony,lavender,84,beaurepaire crescent,james milson retrmnt vlge,seven hills,6019,sa,19401126,5364330,ebony lavender beaurepaire crescent james milson retrmnt vlge seven hills 6019 sa 19401126
rec-443-dup-1,joshua,hohn,97,sommerlad place,corauyn,eight mi lplains,3178,vic,19260422,6588717,joshua hohn sommerlad place corauyn eight mi lplains 3178 vic 19260422
rec-779-dup-1,charlntte,warde,5,,kindilan,blighp ark,4814,nsw,19570529,6092940,charlntte warde  kindilan blighp ark 4814 nsw 19570529
rec-708-dup-4,trent,brain,40,madigan syreet,,ekibin,3196,nsw,19700723,7357958,trent brain madigan syreet  ekibin 3196 nsw 19700723
rec-788-dup-4,charlotte,glass,3,sculptor street,green farm mates,hahncorf,2581,qld,19510713,3792216,charlotte glass sculptor street green farm mates hahncorf 2581 qld 19510713
rec-839-dup-2,charles,leaene,4,mentha place,,keysborough,5211,vic,19870107,8426799,charles leaene mentha place  keysborough 5211 vic 19870107
rec-237-org,shantal,mckinnell,1,mceachern crescent,blueberry,ruse,2324,qld,19620715,5127261,shantal mckinnell mceachern crescent blueberry ruse 2324 qld 19620715
rec-166-dup-0,jaden,giordano,34,martley circuit,kiaora,ringwood,3429,qld,19621121,4378319,jaden giordano martley circuit kiaora ringwood 3429 qld 19621121
rec-1559-dup-0,jessica,rivers,14,quick strkeet,jasmine lodge,kingsthorpe,5065,vic,19620906,1054434,jessica rivers quick strkeet jasmine lodge kingsthorpe 5065 vic 19620906
rec-886-org,laura,webb,6,,martins well station,trigg,2108,vic,19690412,4088462,laura webb  martins well station trigg 2108 vic 19690412
rec-20-org,thomas,marinos,12,davison place,boonooloo,killara,5008,nsw,19741116,9081995,thomas marinos davison place boonooloo killara 5008 nsw 19741116
rec-1047-dup-0,amy,ryan,49,dallas place,the villas north,surfers apradise,2750,vic,19160508,6494659,amy ryan dallas place the villas north surfers apradise 2750 vic 19160508
rec-508-dup-4,danny,petersen,12,rawdonbhill,owen dixon drive,minto,3029,wa,19441022,6090944,danny petersen rawdonbhill owen dixon drive minto 3029 wa 19441022
rec-1420-dup-2,james,george,4,colborn r place,rosedale,maryborough,2221,wa,19290715,5389901,james george colborn r place rosedale maryborough 2221 wa 19290715
rec-1724-org,claudia,carsley,24,ern florence crescent,brentwood village,east ryde,3034,act,19230117,3694984,claudia carsley ern florence crescent brentwood village east ryde 3034 act 19230117
rec-315-dup-0,hanah,white,47,waratah street,school house,greensborough,3076,vic,19240312,9879908,hanah white waratah street school house greensborough 3076 vic 19240312
rec-471-org,hayley,belperio,16,crofts crescent,inglewood,north turramurra,7248,nsw,19280910,2514932,hayley belperio crofts crescent inglewood north turramurra 7248 nsw 19280910
rec-432-dup-2,andrew,,68,anembo street,apt 312 the rock wall,nedlands,4702,nsw,19460513,1862712,andrew  anembo street apt 312 the rock wall nedlands 4702 nsw 19460513
rec-1909-org,tynan,clarke,19,curnow place,liselican,lawrence,4872,vic,19680102,7434559,tynan clarke curnow place liselican lawrence 4872 vic 19680102
rec-1189-org,jacob,coleman,16,shenton crescent,katalina forrest,roselands,5041,nsw,19760506,8055185,jacob coleman shenton crescent katalina forrest roselands 5041 nsw 19760506
rec-1109-dup-4,schuman,alexandra,24,monaro crescent,,oakleigh,2280,nsw,19991013,9551413,schuman alexandra monaro crescent  oakleigh 2280 nsw 19991013
rec-1232-dup-3,connor,rawlings,70,corin lpace,oxford,kuraby,4216,qld,19330925,2464828,connor rawlings corin lpace oxford kuraby 4216 qld 19330925
rec-829-dup-1,kyra,everett,26,groom street,binbimbie,young,3889,qld,19220601,6073461,kyra everett groom street binbimbie young 3889 qld 19220601
rec-864-org,taylah,godfrey,2,greene place,arawang,cecil plains,2216,nsw,19890403,7030753,taylah godfrey greene place arawang cecil plains 2216 nsw 19890403
rec-1389-org,john-paul,binns,69,brand street,uc-dai-loi,mawson,4012,nsw,19070612,9026975,john-paul binns brand street uc-dai-loi mawson 4012 nsw 19070612
rec-459-org,georgia,pettigrove,5,sinclair street,pinda,prairie,2478,nsw,19231019,9695933,georgia pettigrove sinclair street pinda prairie 2478 nsw 19231019
rec-231-dup-1,reeve,kotze,77,macedon crescent,the meadows,springwood,5125,nsw,19490831,3468281,reeve kotze macedon crescent the meadows springwood 5125 nsw 19490831
rec-1962-org,thomas,mchenry,4,mccawley street,beach house,laverton,2611,wa,19770325,6818258,thomas mchenry mccawley street beach house laverton 2611 wa 19770325
rec-62-org,sophie,lodiong,90,magrath crescent,beaudesert caravan park,ballina,4051,nsw,19530823,5266216,sophie lodiong magrath crescent beaudesert caravan park ballina 4051 nsw 19530823
rec-666-dup-1,sophie,nguyen,26,namoi plkace,,mount colah,2550,nsw,19701117,2122377,sophie nguyen namoi plkace  mount colah 2550 nsw 19701117
rec-360-org,juliana,holyoake,7,bennett street,sec 202,st clair,5108,act,19830808,4389245,juliana holyoake bennett street sec 202 st clair 5108 act 19830808
rec-1974-org,joshua,miles,21,meiklejohn place,rowethorpe,hamilton,3183,wa,19000706,6904808,joshua miles meiklejohn place rowethorpe hamilton 3183 wa 19000706
rec-1808-dup-1,katelyn,ryan,11,newman morris circuit,rsde 302,steph ens,3101,qld,,2290010,katelyn ryan newman morris circuit rsde 302 steph ens 3101 qld 
rec-1715-dup-3,benjamin,cames,16,harrison street,upa cottages,lindfield,4505,qld,19750606,3523835,benjamin cames harrison street upa cottages lindfield 4505 qld 19750606
rec-384-dup-2,sarshr,thorpe,2,macleay street,bega flats,torquay,3196,vic,19200510,9195865,sarshr thorpe macleay street bega flats torquay 3196 vic 19200510
rec-1044-dup-0,nicole,shadbolt,46,schlich s treet,simpson army barracks,toowoomba,3000,wa,19030926,8190756,nicole shadbolt schlich s treet simpson army barracks toowoomba 3000 wa 19030926
rec-1830-dup-0,amelis,kochiwama,44,antares crescent,telopea park,benowa,7017,nsw,19000626,2398260,amelis kochiwama antares crescent telopea park benowa 7017 nsw 19000626
rec-1932-org,xavier,zimmermann,5,mackay crescent,prospect creek,mundingburra,7000,wa,19510408,9049992,xavier zimmermann mackay crescent prospect creek mundingburra 7000 wa 19510408
rec-1114-dup-0,dante,campbell,153,scantleburycrescent,,rochester,3011,sa,19570319,7815398,dante campbell scantleburycrescent  rochester 3011 sa 19570319
rec-782-org,jessica,petersen,72,springvale drive,,toowoomba,2905,nsw,19840906,5526479,jessica petersen springvale drive  toowoomba 2905 nsw 19840906
rec-350-org,pace,ryan,28,watchorn close,bolaro,mackay north,2142,vic,19790201,4786556,pace ryan watchorn close bolaro mackay north 2142 vic 19790201
rec-404-org,lachlan,headon,1,handasyde street,killarney,kirrawee,6025,vic,19061101,4078435,lachlan headon handasyde street killarney kirrawee 6025 vic 19061101
rec-1917-dup-2,angus,rees,23,heaton place,pangani,new afrm,6210,nsw,19220723,8576362,angus rees heaton place pangani new afrm 6210 nsw 19220723
rec-594-org,hugh,moody,50,jalanga crescent,grangemore,rye,4740,qld,19020220,7632147,hugh moody jalanga crescent grangemore rye 4740 qld 19020220
rec-64-dup-0,tyler,statton,4,paul coe crescent,belgravearcade,kingstoh,3179,vic,19701224,9336789,tyler statton paul coe crescent belgravearcade kingstoh 3179 vic 19701224
rec-1727-org,joshua,campbell,12,ballumbir street,hornby lighthouse,harbord,3198,vic,19670227,6114246,joshua campbell ballumbir street hornby lighthouse harbord 3198 vic 19670227
rec-891-org,emma,thackeray,71,kinkead street,warrah lea,ballarat,4161,,19670913,4676877,emma thackeray kinkead street warrah lea ballarat 4161  19670913
rec-1100-dup-0,giaan,blackwell,14,kleinig street,port 262,biggera waters,2250,nsw,19770512,6179681,giaan blackwell kleinig street port 262 biggera waters 2250 nsw 19770512
rec-534-dup-1,jed,mcfadden,4,frencham place,wychw ood,bongaree,0820,vic,19610503,1096232,jed mcfadden frencham place wychw ood bongaree 0820 vic 19610503
rec-1200-org,william,lazaroff,12,leahy close,millwood,forbes,7256,qld,19780204,8072193,william lazaroff leahy close millwood forbes 7256 qld 19780204
rec-1073-dup-0,,clarke,2,port jackson circuit,,minchinbury,4470,sa,19731003,4301419, clarke port jackson circuit  minchinbury 4470 sa 19731003
rec-1163-org,toby,callister,14,abbott street,terra nostra,balhannah,6027,qld,19790125,3037039,toby callister abbott street terra nostra balhannah 6027 qld 19790125
rec-1108-org,jaime,lontoc,127,maclean street,loma,dalby,2146,vic,19840729,4141446,jaime lontoc maclean street loma dalby 2146 vic 19840729
rec-533-dup-0,zachary,owerko,145,maroubra beach,bendigo street,maclean,2756,vic,19470101,4914201,zachary owerko maroubra beach bendigo street maclean 2756 vic 19470101
rec-524-dup-1,matthew,david,10,mcluckie urescent,glenbrae,murdoch,3143,sa,19320323,8644609,matthew david mcluckie urescent glenbrae murdoch 3143 sa 19320323
rec-1619-org,caitlin,crapp,52,nanda place,the sarina centre,lilydale,4215,qld,19110118,1770135,caitlin crapp nanda place the sarina centre lilydale 4215 qld 19110118
rec-159-dup-1,samudl,,44,warragamba avenue,alton hills,brunswick west,5085,qld,19120212,8866520,samudl  warragamba avenue alton hills brunswick west 5085 qld 19120212
rec-1109-dup-0,harrison,schumann,24,monaro crescent,donnellyr vr villg,oakleugh,2280,nsw,19991013,9551413,harrison schumann monaro crescent donnellyr vr villg oakleugh 2280 nsw 19991013
rec-1051-dup-0,jack,belperio,198,mccaughey street,caravn park,mcleans ridges,4161,nsw,19820827,3604688,jack belperio mccaughey street caravn park mcleans ridges 4161 nsw 19820827
rec-30-org,jack,papageorgiou,3135,galloway street,palm lake resort,rosebery,3904,wa,19961219,8732568,jack papageorgiou galloway street palm lake resort rosebery 3904 wa 19961219
rec-245-dup-1,mackinley,rues,41,oman place,locn 2192,parmelia,3084,aw,19710708,5830377,mackinley rues oman place locn 2192 parmelia 3084 aw 19710708
rec-355-dup-1,kaitlin,dixon,33,ware place,,morwell,2617,nsw,19420804,4342419,kaitlin dixon ware place  morwell 2617 nsw 19420804
rec-1083-dup-2,bloomfield,jaiden,147,hopkins street,locn3 l439,gorokan,2576,qle,,7038120,bloomfield jaiden hopkins street locn3 l439 gorokan 2576 qle 
rec-1886-org,tristan,carp,222,marchant circuit,georgedale,campbelltown,2913,nsw,19281204,1421166,tristan carp marchant circuit georgedale campbelltown 2913 nsw 19281204
rec-262-dup-1,trevorrow,charles,,duggan street,inish more,whiteyridge,5473,vic,19721022,5211176,trevorrow charles duggan street inish more whiteyridge 5473 vic 19721022
rec-1228-dup-3,hayd en,covino,10,deamer crescent,glengariffe,north rude,2750,qld,19541104,2494239,hayd en covino deamer crescent glengariffe north rude 2750 qld 19541104
rec-773-org,kaysey,kon,1,gaylard place,ohio station,,5009,vic,19600828,8475924,kaysey kon gaylard place ohio station  5009 vic 19600828
rec-698-dup-2,bradley,bishop,166,newman morris circuit,shiloah,wickepn,2711,wa,19420604,2961043,bradley bishop newman morris circuit shiloah wickepn 2711 wa 19420604
rec-749-dup-3,samantha,drechsler,52,mara place,tower b rockdale,rochedale south,5495,nsh,19330422,8882745,samantha drechsler mara place tower b rockdale rochedale south 5495 nsh 19330422
rec-390-dup-0,max,campbell,18,axon street,wandaan,vermont,4128,vic,19640314,5229727,max campbell axon street wandaan vermont 4128 vic 19640314
rec-363-org,annalise,denholm,46,playfair place,fig trees,prospect,2284,nsw,19310404,7511051,annalise denholm playfair place fig trees prospect 2284 nsw 19310404
rec-1281-dup-0,liam,schuster,,ebenezer street,ardros san,malvern,4034,tas,19150503,3712942,liam schuster ebenezer street ardros san malvern 4034 tas 19150503
rec-1303-dup-0,blakd,goldsworthy,259,wambool street,la villades pins,north ryde,2360,vic,19240515,1108824,blakd goldsworthy wambool street la villades pins north ryde 2360 vic 19240515
rec-789-org,isabelle,chittleborough,4,burrinjuck crescent,goldview,port macquarie,2466,nsw,19470725,3979337,isabelle chittleborough burrinjuck crescent goldview port macquarie 2466 nsw 19470725
rec-225-org,heath,pulford,1,forbes street,bullarook park stud,plympton south,2486,nsw,19290623,9996491,heath pulford forbes street bullarook park stud plympton south 2486 nsw 19290623
rec-1533-org,judah,mernitz,10,chevalier street,north doodlakine,shellharbour,2500,sa,19431029,9547934,judah mernitz chevalier street north doodlakine shellharbour 2500 sa 19431029
rec-676-dup-2,benjamin,brain,12,leahy close,elizabeth resid ential village,dover heights,2163,nsw,19240924,9191751,benjamin brain leahy close elizabeth resid ential village dover heights 2163 nsw 19240924
rec-1217-dup-3,hannah,dixoin,7,ferguson circuit,crown allotment,albury,7253,nsw,19130806,1605711,hannah dixoin ferguson circuit crown allotment albury 7253 nsw 19130806
rec-538-org,sebastian,mahony,23,le gallienne street,brentwood vlge,sunshine,4073,qld,19220613,1542344,sebastian mahony le gallienne street brentwood vlge sunshine 4073 qld 19220613
rec-361-dup-0,millane,mccarthy,3,alfredhil drive,hold fastshores,mortlake,2032,wa,19630818,6220857,millane mccarthy alfredhil drive hold fastshores mortlake 2032 wa 19630818
rec-1377-dup-0,monisue,evison,18,power street,,haigslea,2880,wa,19970523,2858660,monisue evison power street  haigslea 2880 wa 19970523
rec-1670-dup-1,benjamin,novak,39,port jackson circuit,sherwood,dapto,6163,nt,19010630,6030754,benjamin novak port jackson circuit sherwood dapto 6163 nt 19010630
rec-107-dup-2,christopher,vilums,14,rene street,dalamar,crows nest,7454,sa,19191211,5181141,christopher vilums rene street dalamar crows nest 7454 sa 19191211
rec-1057-dup-0,charlie,roussonis,13,gledden street,,craigmore,6926,nsw,19461111,7379154,charlie roussonis gledden street  craigmore 6926 nsw 19461111
rec-554-org,dominic,dixon,40,candlebark close,elmwood,orange,4178,act,19420409,4798978,dominic dixon candlebark close elmwood orange 4178 act 19420409
rec-988-org,madeline,mason,54,hoseason street,lakefront retrmnt vlge,granville,4818,nsw,19081128,2185997,madeline mason hoseason street lakefront retrmnt vlge granville 4818 nsw 19081128
rec-185-org,kelsey,priest,4,cambridge street,talasea,south melbourne,2234,nsw,19991209,8167161,kelsey priest cambridge street talasea south melbourne 2234 nsw 19991209
rec-895-org,holly,reid,1,pope street,kilnacrott,westfield,5253,nsw,19211120,8240957,holly reid pope street kilnacrott westfield 5253 nsw 19211120
rec-1087-org,harriet,hage,40,togo place,caravn park,vale park,2300,nsw,19950203,1149839,harriet hage togo place caravn park vale park 2300 nsw 19950203
rec-1686-dup-1,alexandra,ferribs,70,gledden street,mount beevor,kaleden,3658,nsw,19790807,7258596,alexandra ferribs gledden street mount beevor kaleden 3658 nsw 19790807
rec-53-org,tiarna,rump,5,yalga close,rowethorpe,baxter,4037,vic,19180211,2182440,tiarna rump yalga close rowethorpe baxter 4037 vic 19180211
rec-1890-org,talia,hilton,11,rosella street,,camperdown,3752,vic,19201231,9206639,talia hilton rosella street  camperdown 3752 vic 19201231
rec-1901-org,casey,vitkunas,11,jones place,karinga park,emmaville,2346,tas,19551102,2474313,casey vitkunas jones place karinga park emmaville 2346 tas 19551102
rec-1075-dup-0,trey,white,10,needham place,mcivor house,lilyd ale,4810,qld,19740724,7008048,trey white needham place mcivor house lilyd ale 4810 qld 19740724
rec-1242-dup-1,calemb,lund,,dookie street,yarrabie,harristown,3218,nsw,19340220,3084413,calemb lund dookie street yarrabie harristown 3218 nsw 19340220
rec-692-org,alyssa,stubbs,286,marchant circuit,berowra,daylesford,6062,nsw,19430526,3921899,alyssa stubbs marchant circuit berowra daylesford 6062 nsw 19430526
rec-428-dup-2,katelin,vpy,6,nott street,,graceville,4879,vic,19511208,3546400,katelin vpy nott street  graceville 4879 vic 19511208
rec-56-org,marco,maleszka,6,genoa street,winrae,exeter,2251,vic,19391223,9915886,marco maleszka genoa street winrae exeter 2251 vic 19391223
rec-822-org,ruby,vincent,68,bunya close,lumeah cottage,corrimal,3806,sa,19430807,3231773,ruby vincent bunya close lumeah cottage corrimal 3806 sa 19430807
rec-1338-dup-0,nicola,coleman,64,,,caves beach,5435,qld,19250918,8953567,nicola coleman   caves beach 5435 qld 19250918
rec-1693-org,felicity,godfrey,16,stuckey place,oaklands village,slacks creek,6050,nsw,19361030,6452813,felicity godfrey stuckey place oaklands village slacks creek 6050 nsw 19361030
rec-1022-dup-0,jackson,eglinton,840,fowles street,moun tview,burleigh heads,2830,sa,19830807,2932837,jackson eglinton fowles street moun tview burleigh heads 2830 sa 19830807
rec-22-org,tess,beckwith,13,musgrave street,dale view,caloundra west,2905,wa,19350624,3602593,tess beckwith musgrave street dale view caloundra west 2905 wa 19350624
rec-1000-org,sophie,waller,24,goldfinch circuit,suunybrae,mona vale,2285,vic,19380705,2972902,sophie waller goldfinch circuit suunybrae mona vale 2285 vic 19380705
rec-202-dup-1,elizabeth,stephenson,56,hallen close,warra,kununufra,4127,nsw,19121119,4481240,elizabeth stephenson hallen close warra kununufra 4127 nsw 19121119
rec-664-org,hamish,huebner,44,shepherdson place,boeing park,berriwillock,2259,vic,19441219,4829612,hamish huebner shepherdson place boeing park berriwillock 2259 vic 19441219
rec-349-org,jayden,beattie,26,wray place,somerled,south brisbane,3149,nsw,19760501,8476326,jayden beattie wray place somerled south brisbane 3149 nsw 19760501
rec-959-dup-3,brooke,wyl lie,40,rumker place,huntington,woodcroft,4655,nsw,19700409,4282147,brooke wyl lie rumker place huntington woodcroft 4655 nsw 19700409
rec-1128-dup-0,jack,stubbs,150,curnow jlace,summe erset,st agnes,5344,,19830223,1690126,jack stubbs curnow jlace summe erset st agnes 5344  19830223
rec-790-dup-0,lock,cassidy,23,gurrang avenue,homestead camravan park,callala bay,4076,,19921126,3826197,lock cassidy gurrang avenue homestead camravan park callala bay 4076  19921126
rec-135-dup-1,nicholas,pamplin,9,werriwa crescent,,dinner plain,4101,nws,19891125,2631349,nicholas pamplin werriwa crescent  dinner plain 4101 nws 19891125
rec-723-dup-2,,white,17,noel rya n garden,bowilliac court,glengowrie,7018,nsw,19400918,9764411, white noel rya n garden bowilliac court glengowrie 7018 nsw 19400918
rec-1708-dup-4,reece,miels,75,woronora street,wandearah,lesliev ale,3101,,19410117,4643316,reece miels woronora street wandearah lesliev ale 3101  19410117
rec-443-dup-3,joshua,hohn,97,sommerlad place,brentwoodvlge,eight mile plains,3178,vic,19260422,6588717,joshua hohn sommerlad place brentwoodvlge eight mile plains 3178 vic 19260422
rec-1836-org,jay,clarke,96,perrin circuit,lemnos,evans head,4356,qld,19260823,8531513,jay clarke perrin circuit lemnos evans head 4356 qld 19260823
rec-805-dup-3,kelye,sheoley,90,cromwell circuit,wombat h ill,noble aprk,2026,vic,19780711,2664293,kelye sheoley cromwell circuit wombat h ill noble aprk 2026 vic 19780711
rec-714-org,erin,webb,7,harbison crescent,tintagel,balcatta,7250,tas,19751229,7361524,erin webb harbison crescent tintagel balcatta 7250 tas 19751229
rec-528-dup-0,jenna,campbell,50,sturt avenue,talonmane,bundaberg,2263,nt,19751109,9092692,jenna campbell sturt avenue talonmane bundaberg 2263 nt 19751109
rec-1343-dup-2,isabella,gilbertson,,boswell crescent,trinity haven,morwell,4074,nsw,19111011,9304242,isabella gilbertson boswell crescent trinity haven morwell 4074 nsw 19111011
